"id","latitude","longitude","addr:city","addr:country","addr:district","addr:full","addr:housename","addr:housenumber","addr:interpolation","addr:number","addr:postcode","addr:street","addr:street:source","alcohol","alt_name","amenity","artwork_type","atm","bicycle:repair","books","brand","building","car_repair","clothes","contact:email","contact:facebook","contact:website","craft","created_by","cuisine","description","designation","diaper","diet:gluten_free","dispensing","distillery","disused:amenity","disused:name","disused:shop","doityourself","email","facebook","fair_trade","fax","fee","female","fhrs:id","fish","from","gallery","healthcare","healthcare:speciality","lawyer","leisure","level","male","massage","medical_system","music","music_genre","name","note","office","old_name","old_old_name","opening_hours","opening_hours:url","operator","organic","payment:bitcoin","phone","religion","rental","repair","retail","roof:levels","second_hand","self_service","service","service:bicycle:rental","service:bicycle:repair","service:bicycle:retail","service:bicycle:second_hand","shop","source","source:shop","tailor:alteration_service","toilets:wheelchair","tourism","trade","twitter","type","uk_postcode_centroid","unisex","url","vending","web","website","wheelchair","wheelchair:description","wholesale"
"node/626986698",55.9566802,-3.202769,,,,,,"46",,,,"Howe Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"News Corner",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/626986699",55.9579554,-3.1999583,,,,,,"52-54",,,,"Dundas Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DJ Alexander",,,,,,,,,,"+44 131 558 3000",,,,,,,,,,,,,"estate_agent","survey",,,,,,,,,,,,,"http://www.djalexander.co.uk/",,,
"node/630615143",55.9714701,-3.2076316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quigley Hair",,,,,,,,,,,,,,,,,,,,,,,"hairdresser",,,,,,,,,,,,,,,,,
"node/630615145",55.9715095,-3.207651,,,,,,"10",,,,"South Trinity Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kitschy Coo",,,,,,,,,,,,,,,,,,,,,,,"fabric",,,,,,,,,,,,,,,,,
"node/630615153",55.9716342,-3.2076984,,,,,,"16",,,,"South Trinity Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nail & Brow Bar",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,,,,
"node/630631743",55.9710439,-3.2085977,,,,,,"2",,,"EH3 5QX","Montagu Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marie Curie Cancer Care",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/630740057",55.9502085,-3.183683,,,,,,"18",,,,"St Mary's Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Present",,,,,,,,,,,,,,,,,,,,,,,"gift","survey",,,,,,,,,,,,,,,,
"node/630740059",55.9506823,-3.1845084,,,,,,"5",,,,"High Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highland Gems",,,,,,,,,,,,,,,,,,,,,,,"gift","survey",,,,,,,,,,,,,,,,
"node/633034326",55.9447958,-3.1840819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinkarnation","computer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vacant",,,,,,,,,,,,,,,,,
"node/634806215",55.9459225,-3.2023243,,,,,,"69",,,,"Bread Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tasty Buns",,,,,,,,,,,,,,,,,,,,,,,"bakery","survey",,,,,,,,,,,,,,,,
"node/634830089",55.9447579,-3.2003926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H&T Pawnbrokers",,,,,,,,,,,,,,,,,,,,,,,"pawnbroker","survey",,,,,,,,,,,,,,,,
"node/634830258",55.9452868,-3.2007728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leatherwork",,,,,,,,,,,,,,,,,,,,,,,"leather",,,,,,,,,,,,,,,,,
"node/634833698",55.9453341,-3.2008641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peter Trainer - Corporate Services Ltd",,,,,,,,,,,,,,,,,,,,,,,"other",,,,,,,,,,,,,,,,,
"node/634837903",55.9457015,-3.2022374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The 3 Stooges",,,,,,,,,,,,,,,,,,,,,,,"hairdresser",,,,,,,,,,,,,,,,,
"node/634843086",55.9459251,-3.202847,,,,,,"47",,,,"Spittal Street",,,,,,,,,,,,,,,,,,,,,,,,,,"Direct Dry Cleaning","laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vacant","survey",,,,,,,,,,,,,,,,
"node/634843830",55.9459247,-3.2027725,,,,,,"49",,,,"Spittal Street",,,,,,,,,,,,,,,,,,,,,,,,,,"Zone Eros","erotic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vacant","survey",,,,,,,,,,,,,,,,
"node/634844333",55.9459245,-3.202728,,,,,,"51",,,,"Bread Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smooch",,,,,,,,,,,,,,,,,,,,,,,"clothes",,,,,,,,,,,,,,,,,
"node/634848764",55.9461426,-3.2013402,,,,,,"137",,,,"West Port",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabaret",,,,,,,,,,,,,,,,,,,,,,,"antiques","survey",,,,,,,,,,,,,,,,
"node/634848891",55.9461271,-3.2013829,,,,,,"139",,,,"West Port",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Port News",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/634851610",55.9460949,-3.2014723,,,,,,"143",,,,"West Port",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lily West",,,,,,,,,,,,,,,,,,,,,,,"florist","survey",,,,,,,,,,,,,,,,
"node/634851819",55.9460448,-3.2015976,"Edinburgh","GB",,,,"145-147",,,,"West Port",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edinburgh Books",,,,,,,,,,,,,,,,,,,,,,,"books","survey",,,,,,,,,,,,,,,,
"node/634853368",55.9459999,-3.2017116,,,,,,"151",,,,"West Port",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herman Brown",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,,,,
"node/634861945",55.9464168,-3.2018687,,,,,,"4-8",,,,"Lady Lawson Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boardwise",,,,,,,,,,,,,,,,,,,,,,,"sports","survey",,,,,,,,,,,,,,,,
"node/634865873",55.9465932,-3.2029853,,,,,,"1",,,,"Grindlay Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McAlister Matheson Music Ltd",,,,,,,,,,,,,,,,,,,,,,,"music","survey",,,,,,,,,,,,,,,,
"node/634866255",55.9459875,-3.2031608,,,,,,"4",,,,"Spittal Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GT II Newsagent",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/635419095",55.9475772,-3.1860219,,,,,,"60-62",,,,"South Bridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tesco Metro",,,,,"Mo-Su 06:00-24:00",,,,,,,,,,,,,,,,,,"supermarket","survey",,,,,,,,,,,,,,"yes",,
"node/635745045",55.9456708,-3.2051118,,,,,,"125",,,,"Lothian Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costcutter",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/643027572",55.9459203,-3.201063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sainsbury's Local",,,,,"Mo-Sa 07:00-23:00; Su 08:00-23:00",,"Sainsbury's",,,,,,,,,,,,,,,,"supermarket","Survey",,,,,,,,,,,,,,,,
"node/644970572",55.9382612,-3.1922257,,,,,,"7",,,,"Roseneath Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddie's Seafood Market",,,,,"Tu-Fr 08:00-18:00; Sa 08:00-17:00",,,,,"+44 131 229 4207",,,,,,,,,,,,,"seafood","survey",,,,,,,,,,,,,"http://www.eddiesseafood.co.uk/",,,
"node/649233327",55.953147,-3.1974408,,,,,,"52",,,,"Hanover Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas Cook",,,,,,,,,,"0844 335 7255",,,,,,,,,,,,,"travel_agency","survey",,,,,,,,,,,,,"http://www.thomascook.com/",,,
"node/650558353",55.9454367,-3.1914509,,,,,,"51-53",,,,"Forrest Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flight Centre",,,,,,,,,,"+44 131 226 6868",,,,,,,,,,,,,"travel_agency","survey",,,,,,,,,,,,,"http://www.flightcentre.co.uk/",,,
"node/650558365",55.9455366,-3.1913887,,,,,,"49",,,,"Forrest Road",,,,,,,,,,,,,,,,,,,,,,,,,"fast_food",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott Fried Chicken",,,,,,,,,,,,,,,,,,,,"vacant","survey",,,,,,,,,,,,,,,,
"node/650558370",55.9456427,-3.1913637,,,,,,"43",,,,"Forrest Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greggs",,,,,,,,,,,,,,,,,,,,,,,"bakery","survey",,,,,,,,,,,,,,,,
"node/650558376",55.945726,-3.1913448,,,,,,"39",,,,"Forrest Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelter",,,,,,,,,,"+44 131 220 4386",,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,"http://scotland.shelter.org.uk/",,,
"node/650558386",55.9459544,-3.1913088,,,,,,"27",,,,"Forrest Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sta Travel",,,,,"Mo-Fr 10:00-18:00",,,,,"+44 1312 615 771",,,,,,,,,,,,,"travel_agency","survey",,,,,,,,,,,,,"http://www.statravel.co.uk/",,,
"node/652810784",55.945521,-3.2347603,,,,,,"35",,,,"Roseburn Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ikina",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,"limited",,
"node/652810785",55.9454997,-3.2346753,,,,,,"33",,,,"Roseburn Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simon Scott",,,,,,,,,,,,,,,,,,,,,,,"antiques","survey",,,,,,,,,,,,,,,,
"node/652810789",55.9454811,-3.2345758,,,,,,"29",,,,"Roseburn Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vacant","survey",,,,,,,,,,,,,,,,
"node/655410132",55.9456961,-3.2344793,,,,,,"14",,,,"Roseburn Terrace",,,,,,,,,,,,,,,,,,,"ice_sports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smoothies Beauty Clinic",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,,,,
"node/655410182",55.9457408,-3.2346984,,,,,,"20",,,,"Roseburn Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3D Cakes",,,,,,,,,,,,,,,,,,,,,,,"cakes","survey",,,,,,,,,,,,,,,,
"node/655412957",55.9457508,-3.2347477,,,,,,"22",,,,"Roseburn Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traditional Turkish Barbers",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/655416205",55.9454353,-3.2342478,,,,,,"19",,,,"Roseburn Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Art & Facts",,,,,,,,,,,,,,,,,,,,,,,"art","survey",,,,,,,,,,,,,,,,
"node/655416209",55.945444,-3.2343044,,,,,,"21",,,,"Roseburn Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thallon Soulis",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,"yes",,
"node/655416746",55.9454547,-3.2343983,,,,,,"23",,,,"Roseburn Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clancys",,,,,,,,,,,,,,,,,,,,,,,"estate_agent",,,,,,,,,,,,,,,,,
"node/656500164",55.9329675,-3.2355228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotbet",,,,,,,,,,,,,,,,,,,,,,,"bookmaker",,,,,,,,,,,,,,,,,
"node/658120536",55.9465069,-3.1911686,,,,,,"1",,,,"Forrest Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SimplyFixIt",,,,,,,,,,,,,,,,,,,,,,,"computer","survey",,,,,,,,,,,,,"https://simplyfixit.co.uk/",,,
"node/658120546",55.9480341,-3.1920996,,,,,,"10-11",,,,"George IV Bridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vacant","survey",,,,,,,,,,,,,,,,
"node/658120552",55.9499235,-3.1931042,,,,,,"12",,,,"Bank Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"folk","Coda Music",,,,,,,,,,,,,,,,,,,,,,,"music","survey",,,,,,,,,,,,,,,,
"node/658120560",55.9497371,-3.1930136,,,,,,"17-20",,,,"Bank Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I Love Scotland",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,,,,
"node/658120562",55.9499183,-3.1933188,,,,,,"2-3",,,,"North Bank Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Best in Scotland",,,,,,,,,,,,,,,,,,,,,,,"gift","survey",,,,,,,,,,,,,,,,
"node/658948766",55.9532039,-3.1974699,,,,,,"54",,,,"Hanover Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1",,,,,,"Bonkers",,,,,,,,,,,,,,,,,,,,,,,"gift","survey",,,,,,,,,,,,,"http://www.bonkers.uk.com/",,,
"node/658948769",55.9521751,-3.1967993,,,,,,"78",,,,"Princes Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ernest Jones",,,,,,,,,,,,,,,,,,,,,,,"jewelry",,,,,,,,,,,,,,,,,
"node/658948775",55.9547423,-3.1982576,,,,,,"17-18",,,,"Queen Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twenty Twenty",,,,,,,,,,,,,,,,,,,,,,,"optician","survey",,,,,,,,,,,,,"http://www.2020opticians.com/",,,
"node/658948782",55.956706,-3.1992698,,,,,,"20",,,,"Dundas Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greyfriars Art Shop",,,,,,,,,,,,,,,,,,,,,,,"craft","survey",,,,,,,,,,,,,"http://greyfriars-art-shop.co.uk/",,,
"node/660618884",55.9207481,-3.2122374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Margiotta",,,,,,,"Margiotta",,,,,,,,,,,,,,,,"convenience",,,,,,,,,,,,,,,,,
"node/668999400",55.9875791,-3.4039889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Three Bridges Sandwich Bar",,,,,,,,,,,,,,,,,,,,,,,"kiosk",,,,,,,,,,,,,,,,,
"node/685180562",55.9591737,-3.2122413,,,,,,"48",,,,"Raeburn Place",,,,"cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henri",,,,,,,,,,"+44 131 332 8963",,,,,,,,,,,,,"deli","survey",,,,,,,,,,,,,,,,
"node/686449857",55.9384215,-3.1946163,,,,,,"37A-37B",,,,"Warrender Park Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peter Green",,,,,,,,,,"+44 131 229 5925",,,,,,,,,,,,,"alcohol","survey",,,,,,,,,,,,,,,,
"node/705831580",55.9257347,-3.2095241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greggs",,,,,,,,,,,,,,,,,,,,,,,"bakery",,,,,,,,,,,,,,,,,
"node/708906147",55.9350127,-3.19438,,,,,,"144",,,,"Marchmont Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Save the Children",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/708906156",55.9380026,-3.1935037,,,,,,"34",,,,"Warrender Park Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotmid",,,,,"Mo-Sa 06:00-00:00; Su 06:00-22:00",,"Co-operative Group",,,"+44 131 229 8195",,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,"http://www.scotmid.coop/",,,
"node/709308053",55.9446069,-3.1855056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radical Bookshop and Venue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Word Power",,,,,,,,,,,,,,,,,,,,,,,"books",,,,,,,,,,,,,,"http://www.word-power.co.uk/","no",,
"node/719148829",55.9587892,-3.1643659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sainsbury's",,,,,"Mo-Fr 08:00-22:00;Sa 07:00-22:00; Su 08:00-22:00",,"Sainsbury's",,,,,,,,,,,,,,,,"supermarket","survey",,,,,,,,,,,,,,,,
"node/719169035",55.9580738,-3.1838975,,,,,,"1",,,,"Elm Row",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/719174164",55.9588413,-3.1831632,,,,,,,,,,,,,,,,,,,,,,,,,,,,"italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valvona & Crolla",,,,,,,,,,,,,,,,,,,,,,,"convenience",,,,,,,,,,,,,,,,,
"node/719721471",55.981599,-3.1948284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Welch Fishmongers",,,,,,,,,,,,,,,,,,,,,,,"seafood",,,,,,,,,,,,,,,,,
"node/719721487",55.9819316,-3.1948252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,"Fish Market",,,,,,,,,,,,,,,,,,,,,,,"seafood",,,,,,,,,,,,,,,,,
"node/726796584",55.9593188,-3.2142138,,,,,,"106B",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newtown Executive Drycleaners & Launderers",,,,,,,,,,,,,,,,,,,,,,,"dry_cleaning","survey",,,,,,,,,,,,,,,,
"node/726796585",55.9592601,-3.2134159,,,,,,"88-92",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James Wilson",,,,,,,,,,,,,,,,,,,,,,,"furniture","survey",,,,,,,,,,,,,,,,
"node/726796587",55.9592803,-3.2136898,,,,,,"98",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calzeat Home",,,,,,,,,,,,,,,,,,,,,,,"furniture","survey",,,,,,,,,,,,,,,,
"node/726796588",55.9593061,-3.2140408,,,,,,"104-106A",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelter",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/726796590",55.9592843,-3.2137452,,,,,,"100",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasa",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/726796591",55.9592702,-3.2135527,,,,,,"94",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jimmy Martin Travel Ltd",,,,,,,,,,,,,,,,,,,,,,,"travel_agency","survey",,,,,,,,,,,,,"http://www.jimmymartintravel.com",,,
"node/727348483",55.9590888,-3.211335,,,,,,"34A",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mary's living & giving shop",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/727348485",55.9591938,-3.2125151,,,,,,"56",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caoba",,,,,,,,,,,,,,,,,,,,,,,"general","survey",,,,,,,,,,,,,,,,
"node/727348486",55.9592057,-3.2126768,,,,,,"62",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corson Hardware",,,,,,,,,,,,,,,,,,,,,,,"hardware","survey",,,,,,,,,,,,,,,,
"node/727348491",55.9591985,-3.2125784,,,,,,"58",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wo:mankind Beauty",,,,,,,,,,"+44 131 343 6262",,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,"http://www.womankindbeauty.co.uk",,,
"node/727348494",55.9590274,-3.2105717,,,,,,"20A",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucie Fenton",,,,,,,,,,,,,,,,,,,,,,,"art","survey",,,,,,,,,,,,,,,,
"node/727348506",55.9588187,-3.2106087,,,,,,"9A - 11",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chetty & Das",,,,,,,,,,"+44 131 332 8656",,,,,,,,,,,,,"optician","survey",,,,,,,,,,,,,,,,
"node/727348508",55.9590438,-3.2107764,,,,,,"26",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sergio Tosoratti Coutour & Tailors",,,,,,,,,,,,,,,,,,,,,,,"tailor","survey",,,,,,,,,,,,,,,,
"node/727348509",55.9588072,-3.2104684,,,,,,"7",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Capelli","undergoing renovations as of 2015-10-14, see whether it will reopen?",,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/727348511",55.9590246,-3.2105371,,,,,,"20",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coco",,,,,,,,,,,,,,,,,,,,,,,"confectionery","survey",,,,,,,,,,,,,,,,
"node/727348514",55.9590518,-3.2108749,,,,,,"28",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OA Goll Hairdresser",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/727348521",55.95922,-3.2128709,,,,,,"70",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costcutter",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/727348528",55.9589239,-3.2119019,,,,,,"37-39",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"British Heart Foundation",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/727348530",55.9592106,-3.212743,,,,,,"64",,,,"Raeburn Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxfam",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/734669958",55.9451748,-3.1864323,,,,,,"36",,,"EH8 9BT","Potterrow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maqbool's Supermarket",,,,,,,,,,,,,,,,,,,,,,,"supermarket",,,,,,,,,,,,,,,,,
"node/734670187",55.9458743,-3.1864423,,,,,,"35",,,,"Marshall Street",,,,,,,,,,,,,,,,,,,"Central Halal meat market",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Al Raheem",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/734676397",55.9470139,-3.1856987,,,,,,"8",,,,"Nicolson Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jordan Valley",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/741723825",55.9582054,-3.2266526,,,,,,"6",,,,"Craigleith Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James Borthwick",,,,,,,,,,,,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,"www.jamesborthwick.co.uk",,,
"node/746873960",55.9715086,-3.2527583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muirhouse Mall",,,,,,,,,,,,,,,,,,,,,,,"mall",,,,,,,,,,,,,,,,,
